energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,model_mnist_ff,model_mnist_rnn,model_siamese,hyperparam_batch_size,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,perf_test_accuracy,hyperparam_l2_regularization,perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,model_hrnet18,model_pcb,hyperparam_dropout,perf_map,perf_rank1,perf_rank5,hyperparam_alpha,hyperparam_kfold,hyperparam_max_iter,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,perf_accuracy,perf_precision,perf_recall,perf_best_val_accuracy,hyperparam_batch_size_x_is_parallel,hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel,hyperparam_l2_regularization_x_is_parallel,hyperparam_dropout_x_is_parallel,hyperparam_alpha_x_is_parallel,hyperparam_kfold_x_is_parallel,hyperparam_max_iter_x_is_parallel
1.6623438148723924,1.519331739343671,1.6538679519291786,0.7953758209613322,0.8783096120698508,-0.0387678908130016,2.20317868461637,0.5654870530874136,0.7118148957316076,0.8436286816389317,0.7720054094864554,True,0.0,0.0,0.0,0.0,-1.000947259101004,-0.4998451091734353,-0.7698310860544334,-999.0,0.41506797872361373,0.0681953020651531,1.4498385491932326,-1.3773578494274712,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-0.5657021050429235,-0.4998451091734353,0.26469407861199257,0.0,0.0,0.0,0.0
0.3882999591658856,0.3323066433035141,0.3847923218067387,0.5967890052398527,0.8668482093935069,0.1129988738201226,0.612441959722828,0.5767377472738844,0.7118148957316076,0.8235516527761706,0.7720054094864554,True,0.0,0.0,0.0,0.0,-1.000947259101004,-0.6370661158272952,-0.7698310860544334,-999.0,0.41506797872361373,-0.4219567431881593,-0.1905349783705638,-1.3538501166189716,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-0.5657021050429235,-0.6370661158272952,0.26469407861199257,0.0,0.0,0.0,0.0
1.5320202869782462,1.3914928956145036,1.523618623696421,0.651165013457859,0.8732884261354525,0.1181764180293552,1.9275915965445665,0.6278883695501488,0.7118148957316076,0.8399851898132668,0.7720054094864554,True,0.0,0.0,0.0,0.0,-1.000947259101004,-0.5169977350051678,-0.7698310860544334,-999.0,0.41506797872361373,-0.3976234407264931,-0.2682128334362588,-1.4069601796307685,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-0.5657021050429235,-0.5169977350051678,0.26469407861199257,0.0,0.0,0.0,0.0
2.019257203083652,1.8364463343139772,2.008346468425082,0.7002130801285902,0.8832216417882847,0.109601110432814,2.523299879869524,0.6190878671386577,0.7118148957316076,0.8421766701421969,0.7720054094864554,True,0.0,0.0,0.0,0.0,-1.000947259101004,-0.4655398575099703,-0.7698310860544334,-999.0,0.41506797872361373,2.0580446478393597,-0.236227834291561,-1.3819287974735686,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-0.5657021050429235,-0.4655398575099703,0.26469407861199257,0.0,0.0,0.0,0.0
0.7246780575111514,0.6606372636679526,0.7208683648309488,0.6413706545485534,0.8730701137035224,0.1125134790505071,1.0081098985422068,0.5855079228634882,0.7118148957316076,0.8429051222412288,0.7720054094864554,True,0.0,0.0,0.0,0.0,-1.000947259101004,-0.5576558110507559,-0.7698310860544334,-999.0,0.7300749978825315,-0.3134889469810062,0.3516869118919363,-1.3782285061981574,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-0.5657021050429235,-0.3521989548155784,0.7300749978825315,0.0,0.0,0.0,0.0
0.7168048382417618,0.6743690171573211,0.7144507995838794,0.7550109626765567,0.8751440818068609,0.1086303208935829,1.065515160854977,0.600238804727492,0.7118148957316076,0.8386848129072225,0.7720054094864554,True,0.0,0.0,0.0,0.0,-1.000947259101004,-0.5576558110507559,-0.7698310860544334,-999.0,-0.6021238250107158,-0.3134889469810062,0.3516869118919363,-1.4361271814487226,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-0.5657021050429235,-0.3521989548155784,-0.6021238250107158,0.0,0.0,0.0,0.0
0.7132867252701309,0.6595250291072283,0.7101640894989998,0.7587755772995585,0.8803835801731893,0.1081449261239673,1.0644545594382175,0.5856817558233629,0.7118148957316076,0.8379882044132114,0.7720054094864554,True,0.0,0.0,0.0,0.0,-1.000947259101004,-0.5576558110507559,-0.7698310860544334,-999.0,-0.7547090809646387,-0.3134889469810062,0.3516869118919363,-1.3788814987761713,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-0.5657021050429235,-0.3521989548155784,-0.7547090809646387,0.0,0.0,0.0,0.0
0.7107985869741984,0.6500139758345127,0.7071991409450353,0.7877807414108501,0.8745983007270348,0.1063651453020437,1.076918067240237,0.6047711221179537,0.7118148957316076,0.8387598407793114,0.7720054094864554,True,0.0,0.0,0.0,0.0,-1.000947259101004,-0.5576558110507559,-0.7698310860544334,-999.0,-0.4766401496342109,-0.3134889469810062,0.3516869118919363,-1.3888940516390509,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-0.5657021050429235,-0.3521989548155784,-0.4766401496342109,0.0,0.0,0.0,0.0
0.6935206444942349,0.6379565356272145,0.6902618608098872,0.8181330220634212,0.8767814250463384,0.1074977330978132,1.0739745856889364,0.6317263501949966,0.7118148957316076,0.8298391187823189,0.7720054094864554,True,0.0,0.0,0.0,0.0,-1.000947259101004,-0.5576558110507559,-0.5525859287652525,-999.0,0.41506797872361373,1.1192493581454968,1.1589273664962176,-0.8044656943166125,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-0.5657021050429235,-0.3521989548155784,0.26469407861199257,0.0,0.0,0.0,0.0
0.6963315295897691,0.6638462221861826,0.6946357820408404,0.8097736142283134,0.8765631126144082,0.1003786098101187,1.0747173791638178,0.6334467043209536,0.7118148957316076,0.8283447885105242,0.7720054094864554,True,0.0,0.0,0.0,0.0,-1.000947259101004,-0.5576558110507559,1.3646025843117688,-999.0,0.41506797872361373,2.900963938653198,0.7400761872204112,-0.1623563259362812,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-0.5657021050429235,-0.3521989548155784,0.26469407861199257,0.0,0.0,0.0,0.0
